Date,Area,Exports Value Index,Exports Quantum Index,Exports Unit Value,Imports Value Index,Imports Quantum Index,Imports Unit Value,Exports Value Index Percent Change,Exports Quantum Index Percent Change,Exports Unit Value Percent Change,Imports Value Index Percent Change,Imports Quantum Index Percent Change,Imports Unit Value Percent Change
2009-08-01,ASEAN,82.7,86.6,95.5,82.6,86.8,95.1,-30.8,-20.9,-12.5,-38.9,-11,-31.4
2009-09-01,ASEAN,88.4,90.7,97.4,86.1,90,95.7,-24.7,-15.6,-10.7,-37.8,-12.6,-28.8
2009-10-01,ASEAN,90.2,98.8,91.2,85.8,91.4,93.9,-20.4,-8.9,-12.6,-37,-13.8,-26.9
2009-11-01,ASEAN,85.2,89.8,94.9,85.9,91.2,94.2,-4.5,2,-6.3,-20.7,0,-20.7
2009-12-01,ASEAN,96.7,100.7,96,89.7,93.3,96.1,17,21.7,-3.8,-12.6,-1.8,-11
2010-01-01,ASEAN,87.7,87.2,100.6,96.4,96.3,100.1,55.9,54.8,0.7,11,11.9,-0.8
2010-02-01,ASEAN,91.9,93,98.8,88.7,89.6,99,73.4,74.7,-0.8,22.2,20.5,1.4
2010-03-01,ASEAN,105,105.2,99.8,101.4,101.6,99.9,63.5,67.5,-2.4,25.1,23.6,1.2
2010-04-01,ASEAN,102.7,101.9,100.7,101.9,99.1,102.8,58.6,54.5,2.7,29.5,26.4,2.4
2010-05-01,ASEAN,95.9,93.3,102.8,97.7,92.7,105.3,47.3,41.3,4.3,41.1,25.6,12.4
2010-06-01,ASEAN,104.5,102.3,102.1,103,99.9,103.1,35.6,25.9,7.7,26.5,13.1,11.9
2010-07-01,ASEAN,105.7,106.6,99.1,103.5,102.8,100.7,21.3,19.9,1.1,20.1,13,6.2
2010-08-01,ASEAN,95.9,96.2,99.7,100.8,102.6,98.3,15.9,11.1,4.3,22.1,18.2,3.3
2010-09-01,ASEAN,106.4,108.1,98.4,103.9,106.3,97.8,20.4,19.2,1,20.7,18.2,2.1
2010-10-01,ASEAN,101.1,101.9,99.2,96.1,98.3,97.7,12.1,3.1,8.7,12,7.6,4
2010-11-01,ASEAN,97.3,98.2,99,100.2,103.9,96.4,14.2,9.4,4.4,16.6,13.9,2.4
2010-12-01,ASEAN,106,106.3,99.7,106.5,107.1,99.4,9.6,5.6,3.8,18.7,14.8,3.4
2011-01-01,ASEAN,89.4,86.9,102.9,105.1,103.7,101.4,1.9,-0.4,2.2,9.1,7.7,1.3
2011-02-01,ASEAN,95.8,93.8,102.1,103,98.5,104.6,4.2,0.9,3.3,16.1,9.9,5.7
2011-03-01,ASEAN,100.6,98.5,102.2,114.6,107.5,106.6,-4.1,-6.4,2.4,13,5.9,6.8
2011-04-01,ASEAN,97.2,93.7,103.7,110.2,97.8,112.7,-5.3,-8,2.9,8.2,-1.4,9.7
2011-05-01,ASEAN,86.7,84.1,103.1,110.4,96.5,114.4,-9.6,-9.8,0.2,13,4,8.7
2011-06-01,ASEAN,106.4,101.3,105,115.9,103,112.6,1.9,-1,2.8,12.6,3.1,9.2
2011-07-01,ASEAN,108.4,103.8,104.4,117.1,102.7,114,2.5,-2.6,5.3,13.1,-0.1,13.2
2011-08-01,ASEAN,101.7,98,103.8,121.3,106.8,113.5,6.1,1.9,4.2,20.3,4.1,15.5
2011-09-01,ASEAN,113.2,109,103.9,117,103.3,113.2,6.4,0.8,5.6,12.6,-2.8,15.8
2011-10-01,ASEAN,97.8,95.8,102.2,113.2,101.2,111.8,-3.2,-6,2.9,17.8,3,14.4
2011-11-01,ASEAN,90.5,89.3,101.4,110.7,97.9,113.1,-7,-9.1,2.4,10.5,-5.8,17.3
2011-12-01,ASEAN,102.1,100.7,101.5,111.6,100.5,111.1,-3.6,-5.3,1.7,4.8,-6.2,11.8
2012-01-01,ASEAN,84.3,81.3,103.8,120.6,109.1,110.5,-5.6,-6.4,0.8,14.7,5.2,9
2012-02-01,ASEAN,99.5,95,104.7,115.2,103.1,111.7,3.8,1.3,2.5,11.8,4.7,6.8
2012-03-01,ASEAN,122.5,113.5,107.9,124,106,116.9,21.7,15.3,5.6,8.1,-1.4,9.7
2012-04-01,ASEAN,109.4,100.6,108.8,109.5,91.6,119.6,12.6,7.3,4.9,-0.6,-6.3,6.1
2012-05-01,ASEAN,104,98.1,106,126.2,108.7,116,19.9,16.6,2.8,14.3,12.7,1.4
2012-06-01,ASEAN,114.6,108.5,105.6,116.6,101.6,114.7,7.7,7.1,0.6,0.6,-1.3,1.9
2012-07-01,ASEAN,107.9,103.6,104.1,117.2,103.5,113.2,-0.5,-0.2,-0.3,0.1,0.8,-0.7
2012-08-01,ASEAN,99.4,96.1,103.4,115.3,103.2,111.7,-2.3,-1.9,-0.4,-4.9,-3.4,-1.6
2012-09-01,ASEAN,107.7,102.6,105,115.6,102.7,112.6,-4.9,-5.9,1.1,-1.2,-0.6,-0.5
2012-10-01,ASEAN,101.4,99.8,101.6,110.7,102.2,108.4,3.7,4.3,-0.5,-2.2,0.9,-3.1
2012-11-01,ASEAN,99,93.6,105.7,109.7,99.2,110.6,9.4,4.9,4.3,-0.9,1.3,-2.2
2012-12-01,ASEAN,104.5,97.6,107.1,117.7,102.8,114.5,2.3,-3.1,5.5,5.4,2.3,3
2013-01-01,ASEAN,92,81.5,112.9,120.5,100.3,120.1,9.1,0.3,8.8,-0.1,-8.1,8.7
2013-02-01,ASEAN,102.3,87.2,117.4,124.9,99.4,125.7,2.9,-8.2,12.1,8.4,-3.6,12.6
2013-03-01,ASEAN,119.6,103.4,115.6,131.4,101.8,129,-2.4,-8.9,7.1,6,-3.9,10.4
2013-04-01,ASEAN,113.2,99,114.4,125.3,97.3,128.8,3.5,-1.6,5.2,14.4,6.2,7.7
2013-05-01,ASEAN,110.1,95.1,115.7,130.5,98.6,132.3,5.8,-3.1,9.2,3.4,-9.3,14
2013-06-01,ASEAN,117.8,100.7,117.1,123.2,92.7,132.9,2.8,-7.3,10.9,5.7,-8.8,15.8
2013-07-01,ASEAN,108.9,93.6,116.3,140.2,108,129.8,0.9,-9.6,11.7,19.7,4.4,14.7
2013-08-01,ASEAN,108.8,93.9,115.8,127.2,98.6,129.1,9.4,-2.3,12,10.4,-4.5,15.5
2013-09-01,ASEAN,109.4,96.1,113.8,124,97.1,127.7,1.6,-6.3,8.4,7.2,-5.4,13.4
2013-10-01,ASEAN,112.2,99.1,113.2,138.8,108.1,128.4,10.6,-0.7,11.4,25.3,5.8,18.5
2013-11-01,ASEAN,110.7,95,116.4,134.2,103.9,129.1,11.8,1.5,10.1,22.3,4.7,16.8
2013-12-01,ASEAN,109.8,94.4,116.4,138.3,102.4,135,5.1,-3.3,8.7,17.5,-0.4,17.9
2014-01-01,ASEAN,95.8,82.5,116.1,148.1,107.2,138.1,4.1,1.2,2.9,22.9,6.9,15
2014-02-01,ASEAN,103.6,88.2,117.4,138.2,101.4,136.3,1.2,1.2,0,10.7,2,8.5
2014-03-01,ASEAN,116.9,102.8,113.7,152.6,111.4,137,-2.3,-0.6,-1.6,16.1,9.3,6.2
2014-04-01,ASEAN,112.7,98.8,114.1,132.4,97.7,135.5,-0.4,-0.2,-0.3,5.7,0.4,5.2
2014-05-01,ASEAN,104,91.4,113.7,129.3,97,133.2,-5.5,-3.8,-1.7,-0.9,-1.6,0.7
2014-06-01,ASEAN,109.5,93.1,117.6,128.4,96.2,133.5,-7.1,-7.5,0.5,4.2,3.8,0.4
2014-07-01,ASEAN,112.9,98.1,115,140.2,104.7,133.9,3.6,4.8,-1.1,0,-3.1,3.1
2014-08-01,ASEAN,108.1,94.3,114.5,126.4,94.7,133.5,-0.6,0.4,-1.1,-0.7,-4,3.4
2014-09-01,ASEAN,117,98.1,119.2,137.6,101.6,135.5,7,2.1,4.8,11,4.6,6.1
2014-10-01,ASEAN,124.3,103.8,119.8,136.7,100.1,136.6,10.8,4.7,5.8,-1.5,-7.4,6.4
2014-11-01,ASEAN,114.8,95.3,120.4,140,100,140.1,3.7,0.3,3.4,4.4,-3.8,8.5
2014-12-01,ASEAN,126.3,100.6,125.6,152.3,105.2,144.7,15,6.6,7.9,10.1,2.8,7.2
2015-01-01,ASEAN,117.6,93.2,126.2,154.7,110.4,140.1,22.8,13,8.7,4.4,2.9,1.5
2015-02-01,ASEAN,118.8,96.5,123.1,134.7,99.9,134.8,14.8,9.4,4.9,-2.6,-1.5,-1.1
2015-03-01,ASEAN,130.4,105.2,123.9,147.2,109.2,134.7,11.6,2.4,8.9,-3.5,-1.9,-1.6
2015-04-01,ASEAN,121.1,98.8,122.7,131.3,102.8,127.7,7.4,-0.1,7.5,-0.8,5.4,-5.9
2015-05-01,ASEAN,106.2,87.2,121.8,116,95.9,121,2.3,-4.5,7.1,-10.3,-1.2,-9.2
2015-06-01,ASEAN,118,94.7,124.7,134.8,105.6,127.7,7.8,1.7,5.9,4.9,9.8,-4.4
2015-07-01,ASEAN,119.8,96,124.8,141.2,110.8,127.4,6.1,-2.2,8.5,0.7,5.8,-4.9
2015-08-01,ASEAN,110.2,88.3,124.8,126.8,97.2,130.4,2,-6.4,9,0.4,2.7,-2.3
2015-09-01,ASEAN,116.2,94.3,123.3,132.1,106.3,124.2,-0.7,-3.9,3.4,-4,4.6,-8.2
2015-10-01,ASEAN,118.9,100.3,118.6,135.3,109.6,123.5,-4.3,-3.4,-0.9,-1,9.5,-9.6
2015-11-01,ASEAN,106.9,90.6,118.1,124.6,102.3,121.9,-6.8,-5,-1.9,-11,2.3,-13
2015-12-01,ASEAN,111.7,94.2,118.7,128.2,106,120.9,-11.6,-6.4,-5.5,-15.9,0.7,-16.5
2016-01-01,ASEAN,93.9,81.8,114.8,122.5,105,116.6,-20.1,-12.2,-9,-20.8,-4.9,-16.7
2016-02-01,ASEAN,102.3,90,113.7,121.5,107.9,112.6,-13.9,-6.8,-7.6,-9.8,8,-16.5
2016-03-01,ASEAN,112.9,101.8,111,122.5,112.8,108.6,-13.4,-3.3,-10.4,-16.7,3.3,-19.4
2016-04-01,ASEAN,107.2,96.4,111.2,103.9,97.4,106.7,-11.5,-2.4,-9.4,-20.8,-5.3,-16.5
2016-05-01,ASEAN,95.1,88,108.1,103.5,99.4,104.1,-10.5,0.8,-11.3,-10.8,3.7,-14
2016-06-01,ASEAN,108.1,98.9,109.4,111.9,109.1,102.5,-8.4,4.4,-12.3,-17,3.3,-19.7
2009-01-01,CHINA,46.9,49.9,93.8,96.3,93.8,102.6,-45.2,-37.7,-12.1,-16.2,-7.4,-9.4
2009-02-01,CHINA,56,59.3,94.5,53.7,51.4,104.5,-39.7,-34.6,-7.8,-40.8,-36,-7.6
2009-03-01,CHINA,72.4,76.3,94.9,86.4,81.8,105.7,-31.6,-29.6,-2.9,-20.6,-15.9,-5.7
2009-04-01,CHINA,74.6,74.9,99.6,88.9,83.7,106.1,-26,-26,0,-21.7,-19.2,-3.1
2009-05-01,CHINA,74.7,75.4,99.1,73.1,71,102.9,-29.7,-26.4,-4.5,-31.9,-25.7,-8.4
2009-06-01,CHINA,82.8,81.9,101.1,80.5,79.5,101.3,-23.7,-18.1,-6.9,-26.1,-16.1,-11.9
2009-07-01,CHINA,86.5,87.2,99.2,89.3,88,101.5,-26.5,-17.1,-11.3,-26.5,-12.3,-16.1
2009-08-01,CHINA,81.1,83.2,97.4,83.3,82.6,100.8,-27.6,-14.9,-15,-23.3,-7,-17.5
2009-09-01,CHINA,89.9,88,102.2,93.9,93.5,100.4,-13.9,-7.7,-6.7,-24.5,-7.6,-18.2
2009-10-01,CHINA,91.1,92.5,98.4,91.3,95,96.1,-14.4,-6.7,-8.2,-26.5,-11.2,-17.2
2009-11-01,CHINA,84.6,86,98.3,93.3,96.8,96.4,7.8,10.3,-2.3,-11.1,1.2,-12.2
2009-12-01,CHINA,98.1,102.1,96.1,93.1,98.7,94.4,42.7,38,3.4,-5.8,5,-10.3
2010-01-01,CHINA,84.3,84.2,100.1,94.1,93.6,100.5,80,68.7,6.7,-2.2,-0.2,-2
2010-02-01,CHINA,82.7,83.3,99.3,83.1,83.1,100,47.5,40.5,5,54.6,61.6,-4.3
2010-03-01,CHINA,106.8,107.6,99.3,91.3,90.5,100.8,47.5,41,4.6,5.6,10.7,-4.6
2010-04-01,CHINA,105.4,102.5,102.9,104.9,102.8,102,41.3,36.8,3.3,18.1,22.8,-3.9
2010-05-01,CHINA,93.6,90.6,103.3,96.7,94,102.9,25.3,20.1,4.2,32.4,32.4,0
2010-06-01,CHINA,101,100.3,100.7,102.7,100,102.7,22,22.5,-0.4,27.6,25.9,1.4
2010-07-01,CHINA,106.1,105.4,100.6,102.2,101.4,100.8,22.7,20.9,1.4,14.5,15.2,-0.7
2010-08-01,CHINA,96.1,96.7,99.3,100.1,101,99.1,18.5,16.2,1.9,20.1,22.2,-1.7
2010-09-01,CHINA,99.1,99.4,99.8,106.2,107.9,98.5,10.2,12.9,-2.3,13.1,15.3,-1.9
2010-10-01,CHINA,107,108.8,98.4,100.3,102,98.3,17.5,17.6,0,9.9,7.3,2.4
2010-11-01,CHINA,100,102.6,97.4,111.4,116.3,95.8,18.2,19.3,-0.9,19.4,20.1,-0.6
2010-12-01,CHINA,117.9,118.9,99.1,106.8,108,98.9,20.1,16.4,3.2,14.7,9.5,4.8
2011-01-01,CHINA,85.2,84.8,100.5,110.6,109.7,100.8,1,0.6,0.4,17.5,17.2,0.3
2011-02-01,CHINA,106.7,107.3,99.4,82.4,80,103,29.1,28.9,0.1,-0.9,-3.8,3
2011-03-01,CHINA,110.7,107.6,102.9,114.3,111.8,102.2,3.7,0,3.6,25.2,23.5,1.4
2011-04-01,CHINA,98.3,94.6,103.9,105.7,101.5,104.1,-6.8,-7.7,1,0.7,-1.3,2
2011-05-01,CHINA,86,83.2,103.4,103.2,101.2,102,-8.1,-8.2,0,6.7,7.6,-0.9
2011-06-01,CHINA,102.1,98.7,103.5,108.6,105.9,102.6,1.1,-1.6,2.8,5.7,5.9,-0.1
2011-07-01,CHINA,105,102.2,102.7,109.1,104.6,104.3,-1,-3.1,2.1,6.8,3.2,3.4
2011-08-01,CHINA,98.4,97.8,100.6,116.6,113.8,102.4,2.4,1.1,1.3,16.5,12.8,3.3
2011-09-01,CHINA,101.8,101.1,100.8,110.6,110.4,100.2,2.7,1.7,1,4.1,2.3,1.7
2011-10-01,CHINA,98.3,97.3,101,117,113.5,103.1,-8.2,-10.5,2.6,16.6,11.3,4.8
2011-11-01,CHINA,92.1,91.4,100.7,118.9,115.4,103,-7.9,-10.9,3.4,6.7,-0.8,7.5
2011-12-01,CHINA,98.7,97.4,101.3,113.1,109.5,103.3,-16.3,-18,2.1,5.8,1.4,4.4
2012-01-01,CHINA,68,64.3,105.7,119.1,112,106.3,-20.2,-24.1,5.2,7.6,2.1,5.4
2012-02-01,CHINA,91.8,88.1,104.2,82.1,75.7,108.4,-14,-17.9,4.8,-0.3,-5.3,5.2
2012-03-01,CHINA,104.2,98.6,105.7,118.9,108.4,109.7,-5.9,-8.4,2.7,4,-3,7.3
2012-04-01,CHINA,91.2,84,108.7,113.7,102.2,111.3,-7.1,-11.3,4.6,7.6,0.7,6.9
2012-05-01,CHINA,88.6,82.2,107.8,113.7,106.2,107.1,3,-1.2,4.3,10.2,5,5
2012-06-01,CHINA,94.6,89.1,106.1,103.9,96.6,107.5,-7.4,-9.6,2.5,-4.4,-8.7,4.8
2012-07-01,CHINA,92.5,84.9,108.9,112.8,104.3,108.1,-11.9,-16.9,6,3.4,-0.3,3.7
2012-08-01,CHINA,88.6,82.9,106.8,108.2,101.4,106.8,-9.9,-15.2,6.2,-7.2,-11,4.3
2012-09-01,CHINA,87.4,80.5,108.6,115,106.6,107.9,-14.1,-20.4,7.8,4,-3.4,7.6
2012-10-01,CHINA,86.8,80.1,108.3,121.3,112.4,108,-11.7,-17.6,7.2,3.7,-1,4.8
2012-11-01,CHINA,78.7,71.8,109.7,125.9,114,110.5,-14.5,-21.5,8.9,5.9,-1.2,7.3
2012-12-01,CHINA,83,73.3,113.2,110.8,104,106.6,-15.9,-24.8,11.8,-2,-5,3.2
2013-01-01,CHINA,69.9,59.9,116.7,127.2,108.2,117.5,2.9,-6.8,10.4,6.9,-3.4,10.6
2013-02-01,CHINA,77.2,65.3,118.2,100.3,82.4,121.7,-15.9,-25.8,13.4,22.1,8.8,12.2
2013-03-01,CHINA,101.6,85.4,119.1,120.3,96.9,124.1,-2.5,-13.4,12.6,1.2,-10.6,13.2
2013-04-01,CHINA,91.5,75.9,120.5,129.1,104.2,123.9,0.3,-9.5,10.9,13.5,1.9,11.4
2013-05-01,CHINA,95.9,79.8,120.2,130.4,103.7,125.7,8.3,-2.9,11.5,14.7,-2.3,17.4
2013-06-01,CHINA,99.1,79.9,124,118.8,91.9,129.4,4.7,-10.4,16.9,14.4,-4.9,20.4
2013-07-01,CHINA,101.2,83.9,120.7,133.5,104.8,127.3,9.5,-1.2,10.8,18.4,0.5,17.8
2013-08-01,CHINA,102.6,82.4,124.5,127.5,100.5,126.8,15.8,-0.7,16.6,17.8,-0.8,18.8
2013-09-01,CHINA,97.3,77.6,125.4,150.7,114.8,131.3,11.3,-3.6,15.5,31.1,7.6,21.8
2013-10-01,CHINA,105.2,86,122.4,148.2,115.6,128.3,21.2,7.3,13,22.2,2.8,18.8
2013-11-01,CHINA,104.7,86.1,121.5,150.5,116.7,128.9,32.9,20,10.8,19.5,2.4,16.7
2013-12-01,CHINA,111.5,89.5,124.6,143.3,110,130.3,34.3,22.1,10,29.3,5.7,22.3
2014-01-01,CHINA,79.1,62.8,125.9,170.8,126.2,135.4,13.1,4.9,7.8,34.3,16.6,15.2
2014-02-01,CHINA,98.5,79.9,123.4,106.4,77.2,137.7,27.6,22.2,4.4,6,-6.3,13.1
2014-03-01,CHINA,106,85.3,124.3,153,111.7,136.9,4.3,-0.1,4.4,27.2,15.3,10.3
2014-04-01,CHINA,100.4,81.4,123.4,139.4,104.7,133.2,9.7,7.2,2.4,8,0.4,7.5
2014-05-01,CHINA,96.2,76.9,125.2,127.1,97.2,130.7,0.3,-3.6,4.1,-2.6,-6.3,4
2014-06-01,CHINA,100.5,81.1,123.9,131.5,100.1,131.4,1.5,1.5,-0.1,10.7,8.9,1.6
2014-07-01,CHINA,103.9,83.1,125,130.3,99.3,131.2,2.6,-1,3.6,-2.4,-5.3,3
2014-08-01,CHINA,102.3,81.2,126,120.9,91.7,131.9,-0.2,-1.4,1.2,-5.1,-8.8,4
2014-09-01,CHINA,105.8,80.5,131.5,163.4,114,143.3,8.7,3.7,4.8,8.4,-0.6,9.1
2014-10-01,CHINA,112.8,84.6,133.2,162.8,114.4,142.3,7.2,-1.5,8.8,9.8,-1,10.9
2014-11-01,CHINA,105.6,77.7,135.9,156.5,105.7,148.1,0.9,-9.8,11.8,4,-9.5,14.9
2014-12-01,CHINA,116.2,83.6,139,153.1,101.3,151.1,4.2,-6.6,11.6,6.9,-7.8,15.9
2015-01-01,CHINA,95.5,70.5,135.4,159.4,103.6,153.9,20.8,12.3,7.6,-6.7,-17.9,13.6
2015-02-01,CHINA,81.5,61.7,132.1,148.6,96.6,153.8,-17.3,-22.7,7.1,39.7,25.1,11.7
2015-03-01,CHINA,110.1,84.6,130.2,123.4,79.6,155,3.9,-0.8,4.8,-19.4,-28.7,13.2
2015-04-01,CHINA,102.8,78.9,130.3,143,93.8,152.5,2.4,-3,5.6,2.6,-10.4,14.5
2015-05-01,CHINA,97.2,73.4,132.4,129.2,86.1,150,1,-4.6,5.8,1.6,-11.4,14.7
2015-06-01,CHINA,106.4,79,134.6,140.8,93.4,150.8,5.9,-2.5,8.6,7,-6.6,14.6
2015-07-01,CHINA,108.2,82,131.9,148,96.2,153.9,4.2,-1.3,5.5,13.6,-3.2,17.3
2015-08-01,CHINA,97.5,73.7,132.3,138.8,90.5,153.4,-4.7,-9.3,5,14.7,-1.3,16.3
2015-09-01,CHINA,101.9,75.7,134.6,165.2,107.6,153.6,-3.7,-6,2.4,1.1,-5.7,7.1
2015-10-01,CHINA,108.6,83.7,129.8,154.4,102.3,151,-3.7,-1.2,-2.5,-5.1,-10.6,6.1
2015-11-01,CHINA,96.9,74.8,129.6,147.7,98.6,149.8,-8.2,-3.7,-4.6,-5.6,-6.7,1.1
2015-12-01,CHINA,106.1,81.5,130.2,139.7,93.7,149,-8.6,-2.5,-6.3,-8.8,-7.5,-1.4
2016-01-01,CHINA,78.9,62,127.1,149.9,99.9,150,-17.4,-12,-6.1,-6,-3.5,-2.5
2016-02-01,CHINA,85.6,71.3,120.1,117.9,81.4,144.8,5.1,15.6,-9.1,-20.7,-15.8,-5.9
2016-03-01,CHINA,102.3,85.2,120.2,131.4,95.3,137.9,-7.1,0.7,-7.7,6.4,19.6,-11
2016-04-01,CHINA,94.9,79.9,118.9,119.1,88.6,134.4,-7.7,1.2,-8.8,-16.7,-5.5,-11.9
2016-05-01,CHINA,82.7,71.8,115.2,116.6,87.1,133.8,-14.9,-2.2,-13,-9.7,1.2,-10.8
2016-06-01,CHINA,95.7,81.4,117.6,123.4,93.5,132,-10,3,-12.7,-12.4,0.1,-12.5
